"Spisová značka","Oblast práva","Věc","Forma zjištění","Datum vydání","Právní věty"," "
"8016/2012/VOP","Poměry v zařízení pro děti","ostatní","Závěrečné stanovisko - § 19","13.05.2014","Rodič dítěte umístěného v zařízení ústavní výchovy, který je v zařízení sám ubytován, není povinen hlásit účel své vycházky (bez dítěte) a zařízení není oprávněno bezdůvodně bránit rodiči v přijetí návštěvy. Takový postup zařízení nemá oporu v právních předpisech a představuje neoprávněné zasahování do soukromého a rodinného života rodiče - doprovázející osoby.",""
"7978/2012/VOP","Kontrola orgánů inspekce práce","nesouhlas s výsledky kontroly - zaměstnanec","Zpráva o šetření - § 18","28.08.2013","",""
"7927/2012/VOP","Územní, stavební řízení, užívání stavby","změna stavby","Zpráva o šetření - § 18","16.08.2013","I. Přístavba je změnou dokončené stavby, kterou se stavba půdorysně rozšiřuje a která je vzájemně provozně propojena s dosavadní stavbou (ustanovení § 2 odst. 5 písm. b/ stavebního zákona), přičemž není rozhodné, zda je přístavba spojena se zemí pevným základem či je k původní stavbě ukotvena jinak.  II. Záměr výtahu, který je kotven do obvodového pláště budovy a současně je provozně propojen s budovou rozšiřuje zastavěnou plochu budovy a je přístavbou budovy (ustanovení § 2 odst. 7 stavebního zákona).",""
"7791/2012/VOP","Dávky pomoci v hmotné nouzi","doplatek na bydlení","Zpráva o šetření - § 18","02.04.2013","I. Je-li pro určitou obec k dispozici údaj o výši obvyklého nájemného obsažený v mapě nájemného Ministerstva pro místní rozvoj, měl by Úřad práce ČR při hodnocení nároku na doplatek na bydlení a při stanovení jeho výše primárně vycházet z tohoto údaje.  II. Obvyklé nájemné v mapě nájemného je stanoveno posudkem soudního znalce jako nájemné, za které by bylo možno pronajmout byt v daném místě, stavu a čase. Tato definice obvyklého nájemného vychází ze zákona o oceňování majetku, který je třeba při absenci právní úpravy obvyklého nájemného v zákoně o pomoci v hmotné nouzi použít.  III. K výši obvyklého nájemného nelze bez dalšího dospět „zprůměrováním“ pěti částek nájemného v obecních bytech a jedné částky vyjadřující průměrnou výši nájemného v bytech tržních, aniž by Úřad práce ČR vzal v úvahu dostupnost bydlení v bytech ve vlastnictví obce a počet jednotlivých bytů.",""
"7715/2012/VOP","Činnost Policie ČR - ostatní","šetření dopravních přestupků","Zpráva o šetření - § 18","16.04.2013","",""
"7715/2012/VOP","Činnost Policie ČR - ostatní","šetření dopravních přestupků","Závěrečné stanovisko - § 19","26.06.2013","",""
"7715/2012/VOP","Činnost Policie ČR - ostatní","šetření dopravních přestupků","Sankce - § 20","09.10.2013","",""
"7714/2012/VOP","Náhradní rodinná péče","zprostředkování osvojení a pěstounské péče","Zpráva o šetření - § 18","22.09.2014","Při rozhodování o zařazení žadatele do evidence žadatelů vhodných stát se osvojiteli (§ 22 odst. 6 zákona o sociálně-právní ochraně dětí) je třeba zohlednit věkový rozdíl mezi žadatelem a dítětem, který má být přiměřený a odpovídat věku rodičovskému, nikoliv věku prarodičovskému.  ",""
"7704/2012/VOP","Ochrana vod, vodní díla","vypouštění odpadních vod","Zpráva o šetření - § 18","19.03.2014","Výzvu při kontrolní prohlídce (§ 134 odst. 2 stavebního zákona) může stavební úřad učinit také ústně, avšak za předpokladu, že budou splněny náležitosti dané stavebními předpisy a správním řádem.",""
"7704/2012/VOP","Ochrana vod, vodní díla","vypouštění odpadních vod","Závěrečné stanovisko - § 19","14.04.2015","",""
"7704/2012/VOP","Ochrana vod, vodní díla","vypouštění odpadních vod","Sankce - § 20","18.01.2016","",""
"7661/2012/VOP","Služební poměry","ostatní","Zpráva o šetření - § 18","07.06.2013","",""
"7661/2012/VOP","Služební poměry","doba služby / služební pohotovost","Závěrečné stanovisko - § 19","20.08.2013","",""
"7644/2012/VOP","Kontrola orgánů inspekce práce","nesouhlas s výsledky kontroly - zaměstnanec","Zpráva o šetření - § 18","21.07.2014","Pokud podatel zbaví inspektorát mlčenlivosti, nemůže inspektor chránit identitu (či osobu) podatele pouze na základě své úvahy, zvláště pokud v důsledku takové ochrany nemůže řádně zjistit skutkový stav.",""
"7644/2012/VOP","Kontrola orgánů inspekce práce","nesouhlas s výsledky kontroly - zaměstnanec","Závěrečné stanovisko - § 19","09.04.2015","",""
"7644/2012/VOP","Kontrola orgánů inspekce práce","nesouhlas s výsledky kontroly - zaměstnanec","Sankce - § 20","22.09.2015","",""
"7637/2012/VOP","Územní, stavební řízení, užívání stavby","stavební dozor","Sankce - § 20","30.06.2014","",""
"7637/2012/VOP","Územní, stavební řízení, užívání stavby","stavební dozor","Sankce - § 20","24.06.2014","",""
"7637/2012/VOP","Územní, stavební řízení, užívání stavby","údržba stavby","Zpráva o šetření - § 18","17.09.2013","",""
"7637/2012/VOP","Územní, stavební řízení, užívání stavby","údržba stavby","Závěrečné stanovisko - § 19","03.12.2013","",""
"7600/2012/VOP","Územní, stavební řízení, užívání stavby","změna stavby","Zpráva o šetření - § 18","20.03.2013","I. Má-li být posouzení stavby autorizovaným inspektorem zjednodušenou alternativou stavebního řízení (§ 117 stavebního zákona), jehož výsledkem je získání práva provést stavbu, je třeba vycházet z toho, že certifikát lze vydat pouze ke stavbě, která ještě nebyla započata.  II. Jediným možným postupem jak legalizovat rozestavěnou stavbu, ke které bylo zrušeno stavební povolení nebo certifikát vydaný autorizovaným inspektorem, je procesní režim upravený v rámci řízení podle § 129 a násl. stavebního zákona, tj. v rámci řízení o odstranění stavby.",""
"7600/2012/VOP","Územní, stavební řízení, užívání stavby","změna stavby","Závěrečné stanovisko - § 19","12.08.2013","I. Má-li být posouzení stavby autorizovaným inspektorem zjednodušenou alternativou stavebního řízení (§ 117 stavebního zákona), jehož výsledkem je získání práva provést stavbu, je třeba vycházet z toho, že certifikát lze vydat pouze ke stavbě, která ještě nebyla započata.  II. Jediným možným postupem jak legalizovat rozestavěnou stavbu, ke které bylo zrušeno stavební povolení nebo certifikát vydaný autorizovaným inspektorem, je procesní režim upravený v rámci řízení podle § 129 a násl. stavebního zákona, tj. v rámci řízení o odstranění stavby.",""
"7600/2012/VOP","Územní, stavební řízení, užívání stavby","změna stavby","Sankce - § 20","11.11.2013","",""
"7556/2012/VOP","Územní, stavební řízení, užívání stavby","stavební dozor","Zpráva o šetření - § 18","22.10.2013","Obecná povinnost pronajímatele předat nájemci byt ve stavu způsobilém k řádnému užívání a zajistit plný a nerušený výkon práv spojených s užíváním bytu (§ 687 odst. 1 občanského zákoníku z roku 1964) nezbavuje stavební úřad povinnosti dozírat nad zajišťováním ochrany veřejného zájmu a využít pravomocí daných ustanovením § 132 odst. 2 stavebního zákona tam, kde je stavebně-technickým stavem bytu a domu veřejný zájem ohrožen.",""
"7497/2012/VOP","Územní, stavební řízení, užívání stavby","umístění stavby","Zpráva o šetření - § 18","24.01.2013","",""
"7497/2012/VOP","Územní, stavební řízení, užívání stavby","umístění stavby","Sankce - § 20","27.05.2013","Stavebník je povinen při projektové přípravě i samotném provádění stavby dbát na šetrnost k sousedství (§ 152 odst. 1 stavebního zákona). Šetrnost k sousedství nespočívá jen v dodržování právních a technických předpisů nebo technických norem, ale také v ohleduplném jednání stavebníka vůči sousedům. Posouzení šetrnosti jednání je věcí správní úvahy.",""
"7497/2012/VOP","Územní, stavební řízení, užívání stavby","umístění stavby","Závěrečné stanovisko - § 19","11.03.2013","",""
"7414/2012/VOP","Správa pozemních komunikací","dopravní značení","Zpráva o šetření - § 17","20.05.2013","I. Úřad stanovující dopravní značení (§ 77 odst. 1 zákona o silničním provozu) má s ohledem na volnou dikci § 78 odst. 2 zákona o silničním provozu možnost širokého správního uvážení. Vedle jiných hledisek by měl přihlížet k názoru vlastníka komunikace.  II. V řadě případů je myslitelných více variant dopravního značení pro konkrétní dopravní situaci, přičemž všechny varianty vyhovují plynulosti a bezpečnosti provozu a velmi podobně se dotýkají rovněž konkrétních veřejných zájmů. Je pak spíše politickým rozhodnutím obce jako vlastníka místních komunikací, které dopravní variantě bude dána přednost (§ 35 zákona o obcích). Nejedná se zde o volbu mezi dobrým a špatným řešením, kterou jinak činí úřad při výkonu státní správy.",""
"7362/2012/VOP","Daně a správa daní","ostatní","Zpráva o šetření - § 18","02.09.2013","Plná moc, která neobsahuje omezení, představuje pověření k jednání v plném rozsahu (neomezeně) se všemi správci daně bez ohledu na to, zda obsahuje výslovný text ""se všemi správci daně"", a bez ohledu na to, že ji zmocněnec (zatím) uplatnil pouze vůči místně příslušnému správci daně. Taková plná moc představuje oprávnění jednat při správě daní v neomezeném rozsahu se všemi správci daně, jimiž získané informace se shromažďují na technickém zařízení správce daně, ve smyslu § 69 odst. 6 daňového řádu, kterou zmocněnec předkládá právě a pouze místně příslušnému správci daně.",""
"7276/2012/VOP","Příspěvek na péči, dávky pro zdravotně postižené","příspěvek na pomůcku","Závěrečné stanovisko - § 19","13.04.2015","",""
"7276/2012/VOP","Příspěvek na péči, dávky pro zdravotně postižené","příspěvek na pomůcku","Zpráva o šetření - § 18","24.01.2013","",""
"7265/2012/VOP","Energetický regulační úřad, Státní energetická inspekce","hospodaření energií","Zpráva o šetření - § 17","11.06.2013","I. V případě fotovoltaické elektrárny se za výrobnu elektřiny (§ 2 odst. 2 písm. a/ bod 18 energetického zákona) považují pouze ty věci, jejichž prostřednictvím dochází k samotné výrobě elektřiny (solární panel), resp. jsou nezbytně potřebné k provozování výroby (např. měniče). Energetický regulační úřad proto v řízení o udělení licence zkoumá existenci vlastnického či užívacího práva žadatele o licenci pouze ve vztahu k takto definovanému energetickému zařízení, nikoliv však k nemovitosti, na nichž je výrobna umístěna.  II. Je-li fotovoltaická elektrárna pouze výrobnou dodávající veškerou elektřinu do rozvodné sítě, je k jejímu umístění zapotřebí povolení stavebního úřadu k umístění takové stavby, resp. zařízení. K povolení postačuje územní souhlas (§ 96 stavebního zákona), není-li možné splnit podmínky pro jeho vydání, je nutné vést územní řízení a vydat územní rozhodnutí.  III. Má-li fotovoltaická elektrárna v první řadě sloužit pokrytí energetické spotřeby budovy, jedná se z hlediska stavebního práva o změnu, resp. stavební úpravu budovy.",""
"7246/2012/VOP","Právo na informace","přístup k informacím dle 106/1999","Zpráva o šetření - § 18","11.02.2013","Při poskytování informací o přestupcích veřejných funkcionářů podle zákona o střetu zájmů právo na informace zpravidla převáží nad právem na soukromí.",""
"7246/2012/VOP","Právo na informace","přístup k informacím dle 106/1999","Závěrečné stanovisko - § 19","15.08.2013","I. Při poskytování informací o přestupcích veřejných funkcionářů podle zákona o střetu zájmů právo na informace zpravidla převáží nad právem na soukromí.  II. Osobními údaji vypovídajícími o veřejné nebo úřední činnosti veřejně činné osoby (funkcionáře), které lze poskytnout i bez souhlasu subjektu údajů, jsou informace o tom, zda se daná osoba (ne)dopustila porušení zákona o střetu zájmů a jakým způsobem a informace o tom, jak správní orgán procesně naložil s oznámením přestupku, včetně informace o (ne)vině a uložené sankci.",""
